x,y
-8.3, 86.906
-8.2, 87.192
-8.1, 78.873
-8, 80.948
-7.9, 81.281
-7.8, 78.245
-7.7, 73.278
-7.6, 70.718
-7.5, 70.076
-7.4, 70.614
-7.3, 72.484
-7.2, 69.777
-7.1, 67.496
-7, 66.089
-6.9, 62.425
-6.8, 56.122
-6.7, 55.731
-6.6, 54.099
-6.5, 59.96
-6.4, 57.48
-6.3, 53.057
-6.2, 54.6
-6.1, 49.624
-6, 51.102
-5.9, 50.706
-5.8, 48.328
-5.7, 40.625
-5.6, 47.452
-5.5, 39.805
-5.4, 39.629
-5.3, 39.933
-5.2, 41.759
-5.1, 40.103
-5, 34.102
-4.9, 31.605
-4.8, 34.637
-4.7, 32.875
-4.6, 33.156
-4.5, 32.109
-4.4, 27.978
-4.3, 31.475
-4.2, 30.249
-4.1, 26.352
-4, 25.142
-3.9, 24.304
-3.8, 19.044
-3.7, 19.345
-3.6, 25.106
-3.5, 16.625
-3.4, 22.014
-3.3, 14.012
-3.2, 18.681
-3.1, 19.616
-3, 19.141
-2.9, 16.498
-2.8, 11.153
-2.7, 17.343
-2.6, 10.254
-2.5, 16.547
-2.4, 9.816
-2.3, 14.894
-2.2, 11.295
-2.1, 11.964
-2, 6.693
-1.9, 3.842
-1.8, 4.321
-1.7, 3.039
-1.6, 6.477
-1.5, 4.406
-1.4, 3.43
-1.3, 4.881
-1.2, 7.237
-1.1, 7.199
-1, 3.956
-0.9, 3.076
-0.8, 6.723
-0.7, 1.308
-0.6, 0.235
-0.5, 0.806
-0.4, 0.272
-0.3, -0.418
-0.2, -1.929
-0.1, 3.637
0, -2.751
0.1, -3.528
0.2, 1.608
0.3, 1.541
0.4, 1.714
0.5, -1.441
0.6, 0.744
0.7, -3.597
0.8, -0.412
0.9, 2.966
1, 4.437
1.1, -2.729
1.2, -1.021
1.3, 4.269
1.4, -2.69
1.5, 4.885
1.6, 2.496
1.7, -3.761
1.8, 1.816
1.9, 1.673
2, 0.432
2.1, 0.75
2.2, 5.863
2.3, 3.305
2.4, 1.496
2.5, 2.548
2.6, 6.316
2.7, 3.165
2.8, 3.397
2.9, 5.217
3, 2.056
3.1, 1.633
3.2, 9.063
3.3, 0.646
3.4, 6.391
3.5, 7.959
3.6, 5.502
3.7, 11.564
3.8, 7.527
3.9, 3.689
4, 11.416
4.1, 14.308
4.2, 7.537
4.3, 13.076
4.4, 16.542
4.5, 16.899
4.6, 14.808
4.7, 17.745
4.8, 10.395
4.9, 15.69
5, 12.294
5.1, 19.994
5.2, 20.616
5.3, 22.387
5.4, 24.078
5.5, 21.511
5.6, 21.412
5.7, 22.1
5.8, 25.708
5.9, 22.093
6, 20.758
6.1, 22.192
6.2, 29.596
6.3, 25.945
6.4, 30.935
6.5, 31.194
6.6, 35.327
6.7, 31.555
6.8, 30.773
6.9, 36.813
7, 36.18
7.1, 34.792
7.2, 39.499
7.3, 42.142
7.4, 37.37
7.5, 43.889
7.6, 41.531
7.7, 49.598
7.8, 48.573
7.9, 49.258
8, 48.7
8.1, 52.812
8.2, 53.136
8.3, 50.737
8.4, 51.423
8.5, 57.726
8.6, 59.055
8.7, 59.746
8.8, 63.174
8.9, 65.498
9, 62.273
9.1, 64.143
9.2, 63.215
9.3, 71.445
9.4, 71.145
9.5, 69.061
9.6, 71.013
9.7, 76.244
9.8, 82.01
9.9, 77.923
10, 82.028
10.1, 77.861
10.2, 79.753
10.3, 83.997
10.4, 88.611
10.5, 85.29
10.6, 93.937
10.7, 94.325
10.8, 91.667
10.9, 98.059
11, 100.632
11.1, 104.728
11.2, 108.407
11.3, 108.693
11.4, 112.459
11.5, 106.623
11.6, 109.028
11.7, 118.846
11.8, 114.468
11.9, 113.905
12, 120.511
12.1, 123.642
12.2, 121.504
12.3, 130.824
12.4, 128.806
12.5, 132.918
12.6, 133.483
12.7, 139.885
12.8, 141.681
12.9, 142.539
13, 148.595
13.1, 142.147
13.2, 153.232
13.3, 153.714
13.4, 150.885
13.5, 160.995
13.6, 157.629
13.7, 163.34
13.8, 167.889
13.9, 164.431
14, 164.075
14.1, 173.78
14.2, 176.018
14.3, 180.259
14.4, 177.136
14.5, 186.243
14.6, 186.285
14.7, 183.147
14.8, 186.613
14.9, 197.895
15, 200.575
15.1, 202.482
15.2, 198.953
15.3, 209.223
15.4, 209.2
15.5, 215.174
15.6, 217.828
15.7, 214.786
15.8, 223.712
15.9, 218.131
16, 224.959
16.1, 227.478
16.2, 235.109
16.3, 230.997
16.4, 233.525
16.5, 243.685
16.6, 246.422
16.7, 250.9
16.8, 245.557
16.9, 254.309
17, 260.467
17.1, 257.503
17.2, 261.623
17.3, 264.544
17.4, 268.021
17.5, 268.394
17.6, 275.783
17.7, 283.486
17.8, 279.095
17.9, 282.03
18, 291.328
18.1, 293.188
18.2, 300.092
18.3, 297.834
18.4, 303.109
18.5, 305.631
18.6, 312.648
18.7, 310.83
18.8, 320.43
18.9, 325.185
19, 325.744
19.1, 331.205
19.2, 330.405
19.3, 333.658
19.4, 341.253
19.5, 337.627
19.6, 345.433
19.7, 344.743
19.8, 354.539
19.9, 356.752
